Time[s], Channel 0, Channel 1, Channel 2
105.0113049, 0, 1, 1
105.0132736, 0, 0, 1
105.0133049, 0, 1, 1
105.0152736, 0, 0, 1
105.0153049, 0, 1, 1
105.0172745, 0, 0, 1
105.0173059, 0, 1, 1
105.0192745, 0, 0, 1
105.0193059, 0, 1, 1
105.0212745, 0, 0, 1
105.0213059, 0, 1, 1
105.0232746, 0, 0, 1
105.0233059, 0, 1, 1
105.0582343, 0, 0, 1
105.0593448, 0, 1, 1
105.0612773, 0, 0, 1
105.0613087, 0, 1, 1
105.0632773, 0, 0, 1
105.0633087, 0, 1, 1
105.0652769, 0, 0, 1
105.0653083, 0, 1, 1
105.0672771, 0, 0, 1
105.0673085, 0, 1, 1
105.0692777, 0, 0, 1
105.0693091, 0, 1, 1
105.0712778, 0, 0, 1
105.0713091, 0, 1, 1
105.0732778, 0, 0, 1
105.0733092, 0, 1, 1
105.0752779, 0, 0, 1
105.0753092, 0, 1, 1
105.0761647, 0, 0, 1
105.0781505, 0, 1, 1
105.0791635, 0, 0, 1
105.0803459, 0, 1, 1
105.0822782, 0, 0, 1
105.0823096, 0, 1, 1
105.0842783, 0, 0, 1
105.0843096, 0, 1, 1
105.0862783, 0, 0, 1
105.0863097, 0, 1, 1
105.0882784, 0, 0, 1
105.0883097, 0, 1, 1
105.0902784, 0, 0, 1
105.0903098, 0, 1, 1
105.0922785, 0, 0, 1
105.0923098, 0, 1, 1
105.0942794, 0, 0, 1
105.0943108, 0, 1, 1
105.0962795, 0, 0, 1
105.0963108, 0, 1, 1
105.0982795, 0, 0, 1
105.0983109, 0, 1, 1
105.1002796, 0, 0, 1
105.1003109, 0, 1, 1
105.1022791, 0, 0, 1
105.1023104, 0, 1, 1
105.1042794, 0, 0, 1
105.1043108, 0, 1, 1
105.1062798, 0, 0, 1
105.1063112, 0, 1, 1
105.1082795, 0, 0, 1
105.1083109, 0, 1, 1
105.1102806, 0, 0, 1
105.1103119, 0, 1, 1
105.1122797, 0, 0, 1
105.1123110, 0, 1, 1
105.1142806, 0, 0, 1
105.1143120, 0, 1, 1
105.1162806, 0, 0, 1
105.1163120, 0, 1, 1
105.1182806, 0, 0, 1
105.1183120, 0, 1, 1
105.1202806, 0, 0, 1
105.1203120, 0, 1, 1
105.1222807, 0, 0, 1
105.1223120, 0, 1, 1
105.1242807, 0, 0, 1
105.1243120, 0, 1, 1
105.1262807, 0, 0, 1
105.1263120, 0, 1, 1
105.1282807, 0, 0, 1
105.1283120, 0, 1, 1
105.1302816, 0, 0, 1
105.1303130, 0, 1, 1
105.1322816, 0, 0, 1
105.1323130, 0, 1, 1
105.1342816, 0, 0, 1
105.1343130, 0, 1, 1
105.1362817, 0, 0, 1
105.1363130, 0, 1, 1
105.1382817, 0, 0, 1
105.1383130, 0, 1, 1
105.1402817, 0, 0, 1
105.1403130, 0, 1, 1
105.1422817, 0, 0, 1
105.1423130, 0, 1, 1
105.1442817, 0, 0, 1
105.1443130, 0, 1, 1
105.1462826, 0, 0, 1
105.1463140, 0, 1, 1
105.1482826, 0, 0, 1
105.1483140, 0, 1, 1
105.1502827, 0, 0, 1
105.1503140, 0, 1, 1
105.1522827, 0, 0, 1
105.1523140, 0, 1, 1
105.1542827, 0, 0, 1
105.1543140, 0, 1, 1
105.1562827, 0, 0, 1
105.1563140, 0, 1, 1
105.1582827, 0, 0, 1
105.1583140, 0, 1, 1
105.1602827, 0, 0, 1
105.1603141, 0, 1, 1
105.1622836, 0, 0, 1
105.1623150, 0, 1, 1
105.1642832, 0, 0, 1
105.1643146, 0, 1, 1
105.1662832, 0, 0, 1
105.1663146, 0, 1, 1
105.1682833, 0, 0, 1
105.1683146, 0, 1, 1
105.1702842, 0, 0, 1
105.1703155, 0, 1, 1
105.1722842, 0, 0, 1
105.1723155, 0, 1, 1
105.1742842, 0, 0, 1
105.1743156, 0, 1, 1
105.1762842, 0, 0, 1
105.1763156, 0, 1, 1
105.1782842, 0, 0, 1
105.1783156, 0, 1, 1
105.1791718, 0, 0, 1
105.1811570, 0, 1, 1
105.1821701, 0, 0, 1
105.1833527, 0, 1, 1
105.1852844, 0, 0, 1
105.1853157, 0, 1, 1
105.1872853, 0, 0, 1
105.1873167, 0, 1, 1
105.1892853, 0, 0, 1
105.1893167, 0, 1, 1
105.1912853, 0, 0, 1
105.1913167, 0, 1, 1
105.1932853, 0, 0, 1
105.1933167, 0, 1, 1
105.1952853, 0, 0, 1
105.1953167, 0, 1, 1
105.1972854, 0, 0, 1
105.1973167, 0, 1, 1
105.1992854, 0, 0, 1
105.1993167, 0, 1, 1
105.2012854, 0, 0, 1
105.2013167, 0, 1, 1
105.2032863, 0, 0, 1
105.2033177, 0, 1, 1
105.2052863, 0, 0, 1
105.2053177, 0, 1, 1
105.2072863, 0, 0, 1
105.2073177, 0, 1, 1
105.2092863, 0, 0, 1
105.2093177, 0, 1, 1
105.2112864, 0, 0, 1
105.2113177, 0, 1, 1
105.2132864, 0, 0, 1
105.2133177, 0, 1, 1
105.2152864, 0, 0, 1
105.2153177, 0, 1, 1
105.2172866, 0, 0, 1
105.2173180, 0, 1, 1
105.2192866, 0, 0, 1
105.2193180, 0, 1, 1
105.2212866, 0, 0, 1
105.2213180, 0, 1, 1
105.2232876, 0, 0, 1
105.2233189, 0, 1, 1
105.2252876, 0, 0, 1
105.2253189, 0, 1, 1
105.2272876, 0, 0, 1
105.2273189, 0, 1, 1
105.2292876, 0, 0, 1
105.2293190, 0, 1, 1
105.2312876, 0, 0, 1
105.2313190, 0, 1, 1
105.2332876, 0, 0, 1
105.2333190, 0, 1, 1
105.2352876, 0, 0, 1
105.2353190, 0, 1, 1
105.2372877, 0, 0, 1
105.2373190, 0, 1, 1
105.2392886, 0, 0, 1
105.2393199, 0, 1, 1
105.2412886, 0, 0, 1
105.2413199, 0, 1, 1
105.2432886, 0, 0, 1
105.2433200, 0, 1, 1
105.2452886, 0, 0, 1
105.2453200, 0, 1, 1
105.2472886, 0, 0, 1
105.2473200, 0, 1, 1
105.2492886, 0, 0, 1
105.2493200, 0, 1, 1
105.2512887, 0, 0, 1
105.2513200, 0, 1, 1
105.2532887, 0, 0, 1
105.2533200, 0, 1, 1
105.2552896, 0, 0, 1
105.2553209, 0, 1, 1
105.2572896, 0, 0, 1
105.2573210, 0, 1, 1
105.2592896, 0, 0, 1
105.2593210, 0, 1, 1
105.2612896, 0, 0, 1
105.2613210, 0, 1, 1
105.2632896, 0, 0, 1
105.2633210, 0, 1, 1
105.2652902, 0, 0, 1
105.2653215, 0, 1, 1
105.2672902, 0, 0, 1
105.2673215, 0, 1, 1
105.2692902, 0, 0, 1
105.2693215, 0, 1, 1
105.2712902, 0, 0, 1
105.2713215, 0, 1, 1
105.2732902, 0, 0, 1
105.2733215, 0, 1, 1
105.2752902, 0, 0, 1
105.2753216, 0, 1, 1
105.2772902, 0, 0, 1
105.2773216, 0, 1, 1
105.2792902, 0, 0, 1
105.2793216, 0, 1, 1
105.2812912, 0, 0, 1
105.2813225, 0, 1, 1
105.2821778, 0, 0, 1
105.2841639, 0, 1, 1
105.2851761, 0, 0, 1
105.2863596, 0, 1, 1
105.2882913, 0, 0, 1
105.2883227, 0, 1, 1
105.2902913, 0, 0, 1
105.2903227, 0, 1, 1
105.2922913, 0, 0, 1
105.2923227, 0, 1, 1
105.2942913, 0, 0, 1
105.2943227, 0, 1, 1
105.2962913, 0, 0, 1
105.2963227, 0, 1, 1
105.2982923, 0, 0, 1
105.2983236, 0, 1, 1
105.3002923, 0, 0, 1
105.3003236, 0, 1, 1
105.3022918, 0, 0, 1
105.3023232, 0, 1, 1
105.3042926, 0, 0, 1
105.3043239, 0, 1, 1
105.3062919, 0, 0, 1
105.3063233, 0, 1, 1
105.3082924, 0, 0, 1
105.3083238, 0, 1, 1
105.3102931, 0, 0, 1
105.3103244, 0, 1, 1
105.3122929, 0, 0, 1
105.3123242, 0, 1, 1
105.3142927, 0, 0, 1
105.3143241, 0, 1, 1
105.3162935, 0, 0, 1
105.3163248, 0, 1, 1
105.3183180, 0, 0, 1
105.3183494, 0, 1, 1
105.3202929, 0, 0, 1
105.3203243, 0, 1, 1
105.3222937, 0, 0, 1
105.3223250, 0, 1, 1
105.3242937, 0, 0, 1
105.3243250, 0, 1, 1
105.3262939, 0, 0, 1
105.3263253, 0, 1, 1
105.3282942, 0, 0, 1
105.3283256, 0, 1, 1
105.3302939, 0, 0, 1
105.3303253, 0, 1, 1
105.3322937, 0, 0, 1
105.3323251, 0, 1, 1
105.3342945, 0, 0, 1
105.3343258, 0, 1, 1
105.3362943, 0, 0, 1
105.3363256, 0, 1, 1
105.3382941, 0, 0, 1
105.3383255, 0, 1, 1
105.3402949, 0, 0, 1
105.3403262, 0, 1, 1
105.3422947, 0, 0, 1
105.3423260, 0, 1, 1
105.3442951, 0, 0, 1
105.3443265, 0, 1, 1
105.3462949, 0, 0, 1
105.3463263, 0, 1, 1
105.3482952, 0, 0, 1
105.3483266, 0, 1, 1
105.3502948, 0, 0, 1
105.3503261, 0, 1, 1
105.3522954, 0, 0, 1
105.3523268, 0, 1, 1
105.3542952, 0, 0, 1
105.3543266, 0, 1, 1
105.3562960, 0, 0, 1
105.3563273, 0, 1, 1
105.3582958, 0, 0, 1
105.3583272, 0, 1, 1
105.3602956, 0, 0, 1
105.3603270, 0, 1, 1
105.3622964, 0, 0, 1
105.3623277, 0, 1, 1
105.3642958, 0, 0, 1
105.3643271, 0, 1, 1
105.3662964, 0, 0, 1
105.3663278, 0, 1, 1
105.3682967, 0, 0, 1
105.3683281, 0, 1, 1
105.3702961, 0, 0, 1
105.3703274, 0, 1, 1
105.3722967, 0, 0, 1
105.3723280, 0, 1, 1
105.3742965, 0, 0, 1
105.3743279, 0, 1, 1
105.3762972, 0, 0, 1
105.3763286, 0, 1, 1
105.3782971, 0, 0, 1
105.3783284, 0, 1, 1
105.3802969, 0, 0, 1
105.3803282, 0, 1, 1
105.3822976, 0, 0, 1
105.3823290, 0, 1, 1
105.3842974, 0, 0, 1
105.3843288, 0, 1, 1
105.3851847, 0, 0, 1
105.3871701, 0, 1, 1
105.3881832, 0, 0, 1
105.3893658, 0, 1, 1
105.3912974, 0, 0, 1
105.3913287, 0, 1, 1
105.3932980, 0, 0, 1
105.3933293, 0, 1, 1
105.3952978, 0, 0, 1
105.3953291, 0, 1, 1
105.3972985, 0, 0, 1
105.3973299, 0, 1, 1
105.3992984, 0, 0, 1
105.3993297, 0, 1, 1
105.4012982, 0, 0, 1
105.4013295, 0, 1, 1
105.4032989, 0, 0, 1
105.4033303, 0, 1, 1
105.4052987, 0, 0, 1
105.4053301, 0, 1, 1
105.4072992, 0, 0, 1
105.4073305, 0, 1, 1
105.4092990, 0, 0, 1
105.4093303, 0, 1, 1
105.4112993, 0, 0, 1
105.4113306, 0, 1, 1
105.4132988, 0, 0, 1
105.4133302, 0, 1, 1
105.4152995, 0, 0, 1
105.4153308, 0, 1, 1
105.4172993, 0, 0, 1
105.4173307, 0, 1, 1
105.4192991, 0, 0, 1
105.4193305, 0, 1, 1
105.4212999, 0, 0, 1
105.4213312, 0, 1, 1
105.4232997, 0, 0, 1
105.4233310, 0, 1, 1
105.4252995, 0, 0, 1
105.4253308, 0, 1, 1
105.4273002, 0, 0, 1
105.4273316, 0, 1, 1
105.4293000, 0, 0, 1
105.4293313, 0, 1, 1
105.4313005, 0, 0, 1
105.4313318, 0, 1, 1
105.4333008, 0, 0, 1
105.4333321, 0, 1, 1
105.4353005, 0, 0, 1
105.4353318, 0, 1, 1
105.4373003, 0, 0, 1
105.4373316, 0, 1, 1
105.4393010, 0, 0, 1
105.4393324, 0, 1, 1
105.4413009, 0, 0, 1
105.4413322, 0, 1, 1
105.4433007, 0, 0, 1
105.4433320, 0, 1, 1
105.4453014, 0, 0, 1
105.4453328, 0, 1, 1
105.4473012, 0, 0, 1
105.4473326, 0, 1, 1
105.4493017, 0, 0, 1
105.4493330, 0, 1, 1
105.4513015, 0, 0, 1
105.4513328, 0, 1, 1
105.4533018, 0, 0, 1
105.4533331, 0, 1, 1
105.4553022, 0, 0, 1
105.4553336, 0, 1, 1
105.4573020, 0, 0, 1
105.4573333, 0, 1, 1
105.4593018, 0, 0, 1
105.4593332, 0, 1, 1
105.4613025, 0, 0, 1
105.4613339, 0, 1, 1
105.4633024, 0, 0, 1
105.4633337, 0, 1, 1
105.4653027, 0, 0, 1
105.4653340, 0, 1, 1
105.4673025, 0, 0, 1
105.4673338, 0, 1, 1
105.4693023, 0, 0, 1
105.4693337, 0, 1, 1
105.4713030, 0, 0, 1
105.4713343, 0, 1, 1
105.4733033, 0, 0, 1
105.4733346, 0, 1, 1
105.4753026, 0, 0, 1
105.4753340, 0, 1, 1
105.4773032, 0, 0, 1
105.4773346, 0, 1, 1
105.4793031, 0, 0, 1
105.4793344, 0, 1, 1
105.4813038, 0, 0, 1
105.4813352, 0, 1, 1
105.4833036, 0, 0, 1
105.4833350, 0, 1, 1
105.4853034, 0, 0, 1
105.4853348, 0, 1, 1
105.4873042, 0, 0, 1
105.4873355, 0, 1, 1
105.4881905, 0, 0, 1
105.4901769, 0, 1, 1
105.4911890, 0, 0, 1
105.4923720, 0, 1, 1
105.4943046, 0, 0, 1
105.4943359, 0, 1, 1
105.4963048, 0, 0, 1
105.4963362, 0, 1, 1
105.4983045, 0, 0, 1
105.4983359, 0, 1, 1
105.5003044, 0, 0, 1
105.5003357, 0, 1, 1
105.5023051, 0, 0, 1
105.5023364, 0, 1, 1
105.5043049, 0, 0, 1
105.5043363, 0, 1, 1
105.5063047, 0, 0, 1
105.5063361, 0, 1, 1
105.5083055, 0, 0, 1
105.5083368, 0, 1, 1
105.5103053, 0, 0, 1
105.5103366, 0, 1, 1
105.5123057, 0, 0, 1
105.5123371, 0, 1, 1
105.5143055, 0, 0, 1
105.5143369, 0, 1, 1
105.5163058, 0, 0, 1
105.5163372, 0, 1, 1
105.5183054, 0, 0, 1
105.5183367, 0, 1, 1
105.5203060, 0, 0, 1
105.5203374, 0, 1, 1
105.5223059, 0, 0, 1
105.5223372, 0, 1, 1
105.5243066, 0, 0, 1
105.5243380, 0, 1, 1
105.5263064, 0, 0, 1
105.5263378, 0, 1, 1
105.5283062, 0, 0, 1
105.5283376, 0, 1, 1
105.5303070, 0, 0, 1
105.5303383, 0, 1, 1
105.5323068, 0, 0, 1
105.5323382, 0, 1, 1
105.5343065, 0, 0, 1
105.5343379, 0, 1, 1
105.5363068, 0, 0, 1
105.5363382, 0, 1, 1
105.5383073, 0, 0, 1
105.5383387, 0, 1, 1
105.5403070, 0, 0, 1
105.5403384, 0, 1, 1
105.5423069, 0, 0, 1
105.5423382, 0, 1, 1
105.5443076, 0, 0, 1
105.5443389, 0, 1, 1
105.5463074, 0, 0, 1
105.5463388, 0, 1, 1
105.5483072, 0, 0, 1
105.5483386, 0, 1, 1
105.5503080, 0, 0, 1
105.5503393, 0, 1, 1
105.5523078, 0, 0, 1
105.5523391, 0, 1, 1
105.5543082, 0, 0, 1
105.5543396, 0, 1, 1
105.5563080, 0, 0, 1
105.5563394, 0, 1, 1
105.5583083, 0, 0, 1
105.5583397, 0, 1, 1
105.5603088, 0, 0, 1
105.5603402, 0, 1, 1
105.5623085, 0, 0, 1
105.5623399, 0, 1, 1
105.5643083, 0, 0, 1
105.5643397, 0, 1, 1
105.5663091, 0, 0, 1
105.5663404, 0, 1, 1
105.5683089, 0, 0, 1
105.5683402, 0, 1, 1
105.5703087, 0, 0, 1
105.5703401, 0, 1, 1
105.5723094, 0, 0, 1
105.5723408, 0, 1, 1
105.5743093, 0, 0, 1
105.5743406, 0, 1, 1
105.5763090, 0, 0, 1
105.5763404, 0, 1, 1
105.5783093, 0, 0, 1
105.5783406, 0, 1, 1
105.5803096, 0, 0, 1
105.5803409, 0, 1, 1
105.5823102, 0, 0, 1
105.5823415, 0, 1, 1
105.5843100, 0, 0, 1
105.5843414, 0, 1, 1
105.5863098, 0, 0, 1
105.5863412, 0, 1, 1
105.5883106, 0, 0, 1
105.5883419, 0, 1, 1
105.5903104, 0, 0, 1
105.5903417, 0, 1, 1
105.5911976, 0, 0, 1
105.5931831, 0, 1, 1
105.5941955, 0, 0, 1
105.5953793, 0, 1, 1
105.5973112, 0, 0, 1
105.5973426, 0, 1, 1
105.5993106, 0, 0, 1
105.5993419, 0, 1, 1
105.6013109, 0, 0, 1
105.6013422, 0, 1, 1
105.6033115, 0, 0, 1
105.6033428, 0, 1, 1
105.6053113, 0, 0, 1
105.6053426, 0, 1, 1
105.6073111, 0, 0, 1
105.6073425, 0, 1, 1
105.6093119, 0, 0, 1
105.6093432, 0, 1, 1
105.6113117, 0, 0, 1
105.6113430, 0, 1, 1
105.6133115, 0, 0, 1
105.6133428, 0, 1, 1
105.6153122, 0, 0, 1
105.6153436, 0, 1, 1
105.6173118, 0, 0, 1
105.6173431, 0, 1, 1
105.6193125, 0, 0, 1
105.6193438, 0, 1, 1
105.6213119, 0, 0, 1
105.6213432, 0, 1, 1
105.6233123, 0, 0, 1
105.6233437, 0, 1, 1
105.6253130, 0, 0, 1
105.6253443, 0, 1, 1
105.6273128, 0, 0, 1
105.6273442, 0, 1, 1
105.6293126, 0, 0, 1
105.6293440, 0, 1, 1
105.6313134, 0, 0, 1
105.6313447, 0, 1, 1
105.6333132, 0, 0, 1
105.6333445, 0, 1, 1
105.6353130, 0, 0, 1
105.6353444, 0, 1, 1
105.6373137, 0, 0, 1
105.6373451, 0, 1, 1
105.6393134, 0, 0, 1
105.6393448, 0, 1, 1
105.6413136, 0, 0, 1
105.6413449, 0, 1, 1
105.6433137, 0, 0, 1
105.6433451, 0, 1, 1
105.6453144, 0, 0, 1
105.6453458, 0, 1, 1
105.6473141, 0, 0, 1
105.6473454, 0, 1, 1
105.6493137, 0, 0, 1
105.6493451, 0, 1, 1
105.6513143, 0, 0, 1
105.6513457, 0, 1, 1
105.6533140, 0, 0, 1
105.6533453, 0, 1, 1
105.6553146, 0, 0, 1
105.6553459, 0, 1, 1
105.6573142, 0, 0, 1
105.6573456, 0, 1, 1
105.6593148, 0, 0, 1
105.6593462, 0, 1, 1
105.6613145, 0, 0, 1
105.6613458, 0, 1, 1
105.6633151, 0, 0, 1
105.6633464, 0, 1, 1
105.6653152, 0, 0, 1
105.6653466, 0, 1, 1
105.6673149, 0, 0, 1
105.6673463, 0, 1, 1
105.6693155, 0, 0, 1
105.6693468, 0, 1, 1
105.6713152, 0, 0, 1
105.6713465, 0, 1, 1
105.6733158, 0, 0, 1
105.6733471, 0, 1, 1
105.6753154, 0, 0, 1
105.6753468, 0, 1, 1
105.6773160, 0, 0, 1
105.6773474, 0, 1, 1
105.6793157, 0, 0, 1
105.6793470, 0, 1, 1
105.6813163, 0, 0, 1
105.6813476, 0, 1, 1
105.6833159, 0, 0, 1
105.6833473, 0, 1, 1
105.6853165, 0, 0, 1
105.6853479, 0, 1, 1
105.6873162, 0, 0, 1
105.6873475, 0, 1, 1
105.6893168, 0, 0, 1
105.6893481, 0, 1, 1
105.6913164, 0, 0, 1
105.6913478, 0, 1, 1
105.6933170, 0, 0, 1
105.6933484, 0, 1, 1
105.6942042, 0, 0, 1
105.6961895, 0, 1, 1
105.6972028, 0, 0, 1
105.6983855, 0, 1, 1
105.7003174, 0, 0, 1
105.7003487, 0, 1, 1
105.7023170, 0, 0, 1
105.7023484, 0, 1, 1
105.7043176, 0, 0, 1
105.7043490, 0, 1, 1
105.7063173, 0, 0, 1
105.7063486, 0, 1, 1
105.7083179, 0, 0, 1
105.7083492, 0, 1, 1
105.7103176, 0, 0, 1
105.7103489, 0, 1, 1
105.7123181, 0, 0, 1
105.7123495, 0, 1, 1
105.7143178, 0, 0, 1
105.7143492, 0, 1, 1
105.7163184, 0, 0, 1
105.7163497, 0, 1, 1
105.7183428, 0, 0, 1
105.7183742, 0, 1, 1
105.7203185, 0, 0, 1
105.7203498, 0, 1, 1
105.7223185, 0, 0, 1
105.7223499, 0, 1, 1
105.7243186, 0, 0, 1
105.7243499, 0, 1, 1
105.7263186, 0, 0, 1
105.7263500, 0, 1, 1
105.7283187, 0, 0, 1
105.7283500, 0, 1, 1
105.7303196, 0, 0, 1
105.7303510, 0, 1, 1
105.7323197, 0, 0, 1
105.7323510, 0, 1, 1
105.7343197, 0, 0, 1
105.7343511, 0, 1, 1
105.7363198, 0, 0, 1
105.7363511, 0, 1, 1
105.7383198, 0, 0, 1
105.7383512, 0, 1, 1
105.7403202, 0, 0, 1
105.7403516, 0, 1, 1
105.7423197, 0, 0, 1
105.7423510, 0, 1, 1
105.7443203, 0, 0, 1
105.7443516, 0, 1, 1
105.7463202, 0, 0, 1
105.7463516, 0, 1, 1
105.7483202, 0, 0, 1
105.7483516, 0, 1, 1
105.7503202, 0, 0, 1
105.7503516, 0, 1, 1
105.7523205, 0, 0, 1
105.7523518, 0, 1, 1
105.7543205, 0, 0, 1
105.7543518, 0, 1, 1
105.7563205, 0, 0, 1
105.7563518, 0, 1, 1
105.7583205, 0, 0, 1
105.7583519, 0, 1, 1
105.7603214, 0, 0, 1
105.7603528, 0, 1, 1
105.7623215, 0, 0, 1
105.7623528, 0, 1, 1
105.7643210, 0, 0, 1
105.7643524, 0, 1, 1
105.7663211, 0, 0, 1
105.7663524, 0, 1, 1
105.7683220, 0, 0, 1
105.7683533, 0, 1, 1
105.7703220, 0, 0, 1
105.7703533, 0, 1, 1
105.7723220, 0, 0, 1
105.7723534, 0, 1, 1
105.7743220, 0, 0, 1
105.7743534, 0, 1, 1
105.7763220, 0, 0, 1
105.7763534, 0, 1, 1
105.7783220, 0, 0, 1
105.7783534, 0, 1, 1
105.7803221, 0, 0, 1
105.7803534, 0, 1, 1
105.7823221, 0, 0, 1
105.7823534, 0, 1, 1
105.7843230, 0, 0, 1
105.7843543, 0, 1, 1
105.7863230, 0, 0, 1
105.7863544, 0, 1, 1
105.7883230, 0, 0, 1
105.7883544, 0, 1, 1
105.7903230, 0, 0, 1
105.7903544, 0, 1, 1
105.7923230, 0, 0, 1
105.7923544, 0, 1, 1
105.7943231, 0, 0, 1
105.7943544, 0, 1, 1
105.7963231, 0, 0, 1
105.7963544, 0, 1, 1
105.7972107, 0, 0, 1
105.7991958, 0, 1, 1
105.8002089, 0, 0, 1
105.8013915, 0, 1, 1
105.8033241, 0, 0, 1
105.8033555, 0, 1, 1
105.8053241, 0, 0, 1
105.8053555, 0, 1, 1
105.8073241, 0, 0, 1
105.8073555, 0, 1, 1
105.8093242, 0, 0, 1
105.8093555, 0, 1, 1
105.8113242, 0, 0, 1
105.8113555, 0, 1, 1
105.8133242, 0, 0, 1
105.8133555, 0, 1, 1
105.8153242, 0, 0, 1
105.8153555, 0, 1, 1
105.8173251, 0, 0, 1
105.8173565, 0, 1, 1
105.8193251, 0, 0, 1
105.8193565, 0, 1, 1
105.8213251, 0, 0, 1
105.8213565, 0, 1, 1
105.8233252, 0, 0, 1
105.8233565, 0, 1, 1
105.8253252, 0, 0, 1
105.8253565, 0, 1, 1
105.8273252, 0, 0, 1
105.8273565, 0, 1, 1
105.8293252, 0, 0, 1
105.8293565, 0, 1, 1
105.8313252, 0, 0, 1
105.8313566, 0, 1, 1
105.8333261, 0, 0, 1
105.8333575, 0, 1, 1
105.8353261, 0, 0, 1
105.8353575, 0, 1, 1
105.8373262, 0, 0, 1
105.8373575, 0, 1, 1
105.8393262, 0, 0, 1
105.8393575, 0, 1, 1
105.8413262, 0, 0, 1
105.8413575, 0, 1, 1
105.8433262, 0, 0, 1
105.8433575, 0, 1, 1
105.8453262, 0, 0, 1
105.8453576, 0, 1, 1
105.8473262, 0, 0, 1
105.8473576, 0, 1, 1
105.8493271, 0, 0, 1
105.8493585, 0, 1, 1
105.8513272, 0, 0, 1
105.8513585, 0, 1, 1
105.8533272, 0, 0, 1
105.8533585, 0, 1, 1
105.8553272, 0, 0, 1
105.8553585, 0, 1, 1
105.8573272, 0, 0, 1
105.8573585, 0, 1, 1
105.8593274, 0, 0, 1
105.8593588, 0, 1, 1
105.8613274, 0, 0, 1
105.8613588, 0, 1, 1
105.8633275, 0, 0, 1
105.8633588, 0, 1, 1
105.8653280, 0, 0, 1
105.8653593, 0, 1, 1
105.8673280, 0, 0, 1
105.8673593, 0, 1, 1
105.8693280, 0, 0, 1
105.8693593, 0, 1, 1
105.8713280, 0, 0, 1
105.8713593, 0, 1, 1
105.8733280, 0, 0, 1
105.8733594, 0, 1, 1
105.8753280, 0, 0, 1
105.8753594, 0, 1, 1
105.8773280, 0, 0, 1
105.8773594, 0, 1, 1
105.8793290, 0, 0, 1
105.8793603, 0, 1, 1
105.8813290, 0, 0, 1
105.8813603, 0, 1, 1
105.8833290, 0, 0, 1
105.8833603, 0, 1, 1
105.8853290, 0, 0, 1
105.8853603, 0, 1, 1
105.8873290, 0, 0, 1
105.8873604, 0, 1, 1
105.8893290, 0, 0, 1
105.8893604, 0, 1, 1
105.8913290, 0, 0, 1
105.8913604, 0, 1, 1
105.8933290, 0, 0, 1
105.8933604, 0, 1, 1
105.8953300, 0, 0, 1
105.8953613, 0, 1, 1
105.8973300, 0, 0, 1
105.8973613, 0, 1, 1
105.8993300, 0, 0, 1
105.8993613, 0, 1, 1
105.9002167, 0, 0, 1
105.9022027, 0, 1, 1
105.9032159, 0, 0, 1
105.9043985, 0, 1, 1
105.9063301, 0, 0, 1
105.9063615, 0, 1, 1
105.9083301, 0, 0, 1
105.9083615, 0, 1, 1
105.9103302, 0, 0, 1
105.9103615, 0, 1, 1
105.9123311, 0, 0, 1
105.9123624, 0, 1, 1
105.9143311, 0, 0, 1
105.9143625, 0, 1, 1
105.9163311, 0, 0, 1
105.9163625, 0, 1, 1
105.9183311, 0, 0, 1
105.9183625, 0, 1, 1
105.9203311, 0, 0, 1
105.9203625, 0, 1, 1
105.9223311, 0, 0, 1
105.9223625, 0, 1, 1
105.9243312, 0, 0, 1
105.9243625, 0, 1, 1
105.9263312, 0, 0, 1
105.9263625, 0, 1, 1
105.9283321, 0, 0, 1
105.9283635, 0, 1, 1
105.9303321, 0, 0, 1
105.9303635, 0, 1, 1
105.9323321, 0, 0, 1
105.9323635, 0, 1, 1
105.9343321, 0, 0, 1
105.9343635, 0, 1, 1
105.9363321, 0, 0, 1
105.9363635, 0, 1, 1
105.9383322, 0, 0, 1
105.9383635, 0, 1, 1
105.9403321, 0, 0, 1
105.9403635, 0, 1, 1
105.9423324, 0, 0, 1
105.9423638, 0, 1, 1
105.9443327, 0, 0, 1
105.9443640, 0, 1, 1
105.9463324, 0, 0, 1
105.9463637, 0, 1, 1
105.9483331, 0, 0, 1
105.9483645, 0, 1, 1
105.9503330, 0, 0, 1
105.9503643, 0, 1, 1
105.9523328, 0, 0, 1
105.9523641, 0, 1, 1
105.9543335, 0, 0, 1
105.9543649, 0, 1, 1
105.9563333, 0, 0, 1
105.9563647, 0, 1, 1
105.9583332, 0, 0, 1
105.9583645, 0, 1, 1
105.9603336, 0, 0, 1
105.9603649, 0, 1, 1
105.9623334, 0, 0, 1
105.9623648, 0, 1, 1
105.9643342, 0, 0, 1
105.9643655, 0, 1, 1
105.9663340, 0, 0, 1
105.9663653, 0, 1, 1
105.9683346, 0, 0, 1
105.9683660, 0, 1, 1
105.9703344, 0, 0, 1
105.9703658, 0, 1, 1
105.9723343, 0, 0, 1
105.9723656, 0, 1, 1
105.9743350, 0, 0, 1
105.9743664, 0, 1, 1
105.9763348, 0, 0, 1
105.9763662, 0, 1, 1
105.9783346, 0, 0, 1
105.9783660, 0, 1, 1
105.9803354, 0, 0, 1
105.9803667, 0, 1, 1
105.9823351, 0, 0, 1
105.9823665, 0, 1, 1
105.9843354, 0, 0, 1
105.9843668, 0, 1, 1
