Time[s], Channel 0, Channel 1, Channel 2
98.9119196, 0, 1, 1
98.9138882, 0, 0, 1
98.9139196, 0, 1, 1
98.9158882, 0, 0, 1
98.9159196, 0, 1, 1
98.9178882, 0, 0, 1
98.9179196, 0, 1, 1
98.9198892, 0, 0, 1
98.9199205, 0, 1, 1
98.9218892, 0, 0, 1
98.9219205, 0, 1, 1
98.9238892, 0, 0, 1
98.9239205, 0, 1, 1
98.9258892, 0, 0, 1
98.9259206, 0, 1, 1
98.9278892, 0, 0, 1
98.9279206, 0, 1, 1
98.9298895, 0, 0, 1
98.9299208, 0, 1, 1
98.9318898, 0, 0, 1
98.9319211, 0, 1, 1
98.9327763, 0, 0, 1
98.9347620, 0, 1, 1
98.9357755, 0, 0, 1
98.9369584, 0, 1, 1
98.9388901, 0, 0, 1
98.9389215, 0, 1, 1
98.9408903, 0, 0, 1
98.9409216, 0, 1, 1
98.9428904, 0, 0, 1
98.9429218, 0, 1, 1
98.9448906, 0, 0, 1
98.9449219, 0, 1, 1
98.9468908, 0, 0, 1
98.9469221, 0, 1, 1
98.9488909, 0, 0, 1
98.9489223, 0, 1, 1
98.9508911, 0, 0, 1
98.9509224, 0, 1, 1
98.9528909, 0, 0, 1
98.9529223, 0, 1, 1
98.9548911, 0, 0, 1
98.9549225, 0, 1, 1
98.9568908, 0, 0, 1
98.9569222, 0, 1, 1
98.9588916, 0, 0, 1
98.9589230, 0, 1, 1
98.9608917, 0, 0, 1
98.9609231, 0, 1, 1
98.9628919, 0, 0, 1
98.9629232, 0, 1, 1
98.9648916, 0, 0, 1
98.9649230, 0, 1, 1
98.9668918, 0, 0, 1
98.9669231, 0, 1, 1
98.9688920, 0, 0, 1
98.9689233, 0, 1, 1
98.9708921, 0, 0, 1
98.9709235, 0, 1, 1
98.9728923, 0, 0, 1
98.9729236, 0, 1, 1
98.9748924, 0, 0, 1
98.9749237, 0, 1, 1
98.9768921, 0, 0, 1
98.9769234, 0, 1, 1
98.9788927, 0, 0, 1
98.9789241, 0, 1, 1
98.9808928, 0, 0, 1
98.9809241, 0, 1, 1
98.9828929, 0, 0, 1
98.9829243, 0, 1, 1
98.9848931, 0, 0, 1
98.9849244, 0, 1, 1
98.9868933, 0, 0, 1
98.9869246, 0, 1, 1
98.9888934, 0, 0, 1
98.9889248, 0, 1, 1
98.9908936, 0, 0, 1
98.9909249, 0, 1, 1
98.9928937, 0, 0, 1
98.9929251, 0, 1, 1
98.9948936, 0, 0, 1
98.9949250, 0, 1, 1
98.9968938, 0, 0, 1
98.9969251, 0, 1, 1
98.9988935, 0, 0, 1
98.9989248, 0, 1, 1
99.0008943, 0, 0, 1
99.0009256, 0, 1, 1
99.0028944, 0, 0, 1
99.0029257, 0, 1, 1
99.0048945, 0, 0, 1
99.0049259, 0, 1, 1
99.0068938, 0, 0, 1
99.0069251, 0, 1, 1
99.0088940, 0, 0, 1
99.0089253, 0, 1, 1
99.0108941, 0, 0, 1
99.0109255, 0, 1, 1
99.0128943, 0, 0, 1
99.0129256, 0, 1, 1
99.0148944, 0, 0, 1
99.0149258, 0, 1, 1
99.0168945, 0, 0, 1
99.0169259, 0, 1, 1
99.0188952, 0, 0, 1
99.0189265, 0, 1, 1
99.3849183, 0, 0, 1
99.3849497, 0, 1, 1
99.3869184, 0, 0, 1
99.3869497, 0, 1, 1
99.3889184, 0, 0, 1
99.3889497, 0, 1, 1
99.3909184, 0, 0, 1
99.3909497, 0, 1, 1
99.3929184, 0, 0, 1
99.3929497, 0, 1, 1
99.3949184, 0, 0, 1
99.3949497, 0, 1, 1
99.3969193, 0, 0, 1
99.3969507, 0, 1, 1
99.3989193, 0, 0, 1
99.3989507, 0, 1, 1
99.4009194, 0, 0, 1
99.4009507, 0, 1, 1
99.4029194, 0, 0, 1
99.4029507, 0, 1, 1
99.4049194, 0, 0, 1
99.4049507, 0, 1, 1
99.4069194, 0, 0, 1
99.4069507, 0, 1, 1
99.4089194, 0, 0, 1
99.4089507, 0, 1, 1
99.4109194, 0, 0, 1
99.4109508, 0, 1, 1
99.4129203, 0, 0, 1
99.4129517, 0, 1, 1
99.4149204, 0, 0, 1
99.4149517, 0, 1, 1
99.4169204, 0, 0, 1
99.4169517, 0, 1, 1
99.4189204, 0, 0, 1
99.4189517, 0, 1, 1
99.4209204, 0, 0, 1
99.4209517, 0, 1, 1
99.4229204, 0, 0, 1
99.4229517, 0, 1, 1
99.4249204, 0, 0, 1
99.4249518, 0, 1, 1
99.4269204, 0, 0, 1
99.4269518, 0, 1, 1
99.4289214, 0, 0, 1
99.4289527, 0, 1, 1
99.4309214, 0, 0, 1
99.4309527, 0, 1, 1
99.4329214, 0, 0, 1
99.4329527, 0, 1, 1
99.4349214, 0, 0, 1
99.4349527, 0, 1, 1
99.4369214, 0, 0, 1
99.4369527, 0, 1, 1
99.4389214, 0, 0, 1
99.4389528, 0, 1, 1
99.4409214, 0, 0, 1
99.4409528, 0, 1, 1
99.4429214, 0, 0, 1
99.4429528, 0, 1, 1
99.4449224, 0, 0, 1
99.4449537, 0, 1, 1
99.4469224, 0, 0, 1
99.4469537, 0, 1, 1
99.4478090, 0, 0, 1
99.4497951, 0, 1, 1
99.4508073, 0, 0, 1
99.4519908, 0, 1, 1
99.4539225, 0, 0, 1
99.4539539, 0, 1, 1
99.4559225, 0, 0, 1
99.4559539, 0, 1, 1
99.4579225, 0, 0, 1
99.4579539, 0, 1, 1
99.4599225, 0, 0, 1
99.4599539, 0, 1, 1
99.4619226, 0, 0, 1
99.4619539, 0, 1, 1
99.4639231, 0, 0, 1
99.4639544, 0, 1, 1
99.4659231, 0, 0, 1
99.4659544, 0, 1, 1
99.4679231, 0, 0, 1
99.4679544, 0, 1, 1
99.4699233, 0, 0, 1
99.4699547, 0, 1, 1
99.4719233, 0, 0, 1
99.4719547, 0, 1, 1
99.4739234, 0, 0, 1
99.4739547, 0, 1, 1
99.4759243, 0, 0, 1
99.4759556, 0, 1, 1
99.4779243, 0, 0, 1
99.4779556, 0, 1, 1
99.4799243, 0, 0, 1
99.4799557, 0, 1, 1
99.4819243, 0, 0, 1
99.4819557, 0, 1, 1
104.4232365, 0, 0, 1
104.4232679, 0, 1, 1
104.4241237, 0, 0, 1
104.4261090, 0, 1, 1
104.4271223, 0, 0, 1
104.4283050, 0, 1, 1
104.4302369, 0, 0, 1
104.4302683, 0, 1, 1
104.4322375, 0, 0, 1
104.4322689, 0, 1, 1
104.4342374, 0, 0, 1
104.4342687, 0, 1, 1
104.4362371, 0, 0, 1
104.4362684, 0, 1, 1
104.4382376, 0, 0, 1
104.4382690, 0, 1, 1
104.4402373, 0, 0, 1
104.4402687, 0, 1, 1
104.4422379, 0, 0, 1
104.4422693, 0, 1, 1
104.4442376, 0, 0, 1
104.4442689, 0, 1, 1
104.4462382, 0, 0, 1
104.4462695, 0, 1, 1
104.4482382, 0, 0, 1
104.4482695, 0, 1, 1
104.4502382, 0, 0, 1
104.4502696, 0, 1, 1
104.4522383, 0, 0, 1
104.4522696, 0, 1, 1
104.4542383, 0, 0, 1
104.4542697, 0, 1, 1
104.4562384, 0, 0, 1
104.4562697, 0, 1, 1
104.4582384, 0, 0, 1
104.4582698, 0, 1, 1
104.4602385, 0, 0, 1
104.4602698, 0, 1, 1
104.4622394, 0, 0, 1
104.4622708, 0, 1, 1
104.4642391, 0, 0, 1
104.4642704, 0, 1, 1
104.4662395, 0, 0, 1
104.4662708, 0, 1, 1
104.4682399, 0, 0, 1
104.4682712, 0, 1, 1
104.4702395, 0, 0, 1
104.4702709, 0, 1, 1
104.4722395, 0, 0, 1
104.4722708, 0, 1, 1
104.4742395, 0, 0, 1
104.4742708, 0, 1, 1
104.4762395, 0, 0, 1
104.4762708, 0, 1, 1
104.4782404, 0, 0, 1
104.4782718, 0, 1, 1
104.4802404, 0, 0, 1
104.4802718, 0, 1, 1
104.4822404, 0, 0, 1
104.4822718, 0, 1, 1
104.4842404, 0, 0, 1
104.4842718, 0, 1, 1
104.4862405, 0, 0, 1
104.4862718, 0, 1, 1
104.4882405, 0, 0, 1
104.4882718, 0, 1, 1
104.4902405, 0, 0, 1
104.4902718, 0, 1, 1
104.4922405, 0, 0, 1
104.4922718, 0, 1, 1
104.4942414, 0, 0, 1
104.4942728, 0, 1, 1
104.4962414, 0, 0, 1
104.4962728, 0, 1, 1
104.4982414, 0, 0, 1
104.4982728, 0, 1, 1
104.5002415, 0, 0, 1
104.5002728, 0, 1, 1
104.5022415, 0, 0, 1
104.5022728, 0, 1, 1
104.5042415, 0, 0, 1
104.5042728, 0, 1, 1
104.5062415, 0, 0, 1
104.5062728, 0, 1, 1
104.5082415, 0, 0, 1
104.5082728, 0, 1, 1
104.5102424, 0, 0, 1
104.5102738, 0, 1, 1
104.5122424, 0, 0, 1
104.5122738, 0, 1, 1
104.5142425, 0, 0, 1
104.5142738, 0, 1, 1
104.5162425, 0, 0, 1
104.5162738, 0, 1, 1
104.5182425, 0, 0, 1
104.5182738, 0, 1, 1
104.5202425, 0, 0, 1
104.5202738, 0, 1, 1
104.5222425, 0, 0, 1
104.5222738, 0, 1, 1
104.5242425, 0, 0, 1
104.5242739, 0, 1, 1
104.5262434, 0, 0, 1
104.5262748, 0, 1, 1
104.5271301, 0, 0, 1
104.5291162, 0, 1, 1
104.5301284, 0, 0, 1
104.5313119, 0, 1, 1
104.5332436, 0, 0, 1
104.5332749, 0, 1, 1
104.5352436, 0, 0, 1
104.5352749, 0, 1, 1
104.5372436, 0, 0, 1
104.5372749, 0, 1, 1
104.5392436, 0, 0, 1
104.5392750, 0, 1, 1
104.5412439, 0, 0, 1
104.5412752, 0, 1, 1
104.5432439, 0, 0, 1
104.5432752, 0, 1, 1
104.5452439, 0, 0, 1
104.5452752, 0, 1, 1
104.5472448, 0, 0, 1
104.5472762, 0, 1, 1
104.5492448, 0, 0, 1
104.5492762, 0, 1, 1
104.5512448, 0, 0, 1
104.5512762, 0, 1, 1
104.5532448, 0, 0, 1
104.5532762, 0, 1, 1
104.5552449, 0, 0, 1
104.5552762, 0, 1, 1
104.5572449, 0, 0, 1
104.5572762, 0, 1, 1
104.5592449, 0, 0, 1
104.5592762, 0, 1, 1
104.5612449, 0, 0, 1
104.5612762, 0, 1, 1
104.5632458, 0, 0, 1
104.5632772, 0, 1, 1
104.5652458, 0, 0, 1
104.5652771, 0, 1, 1
104.5672458, 0, 0, 1
104.5672772, 0, 1, 1
104.5692458, 0, 0, 1
104.5692772, 0, 1, 1
104.5712458, 0, 0, 1
104.5712772, 0, 1, 1
104.5732458, 0, 0, 1
104.5732772, 0, 1, 1
104.5752458, 0, 0, 1
104.5752772, 0, 1, 1
104.5772459, 0, 0, 1
104.5772772, 0, 1, 1
104.5792468, 0, 0, 1
104.5792781, 0, 1, 1
104.5812468, 0, 0, 1
104.5812782, 0, 1, 1
104.5832468, 0, 0, 1
104.5832782, 0, 1, 1
104.5852468, 0, 0, 1
104.5852782, 0, 1, 1
104.5872468, 0, 0, 1
104.5872782, 0, 1, 1
104.5892468, 0, 0, 1
104.5892782, 0, 1, 1
104.5912469, 0, 0, 1
104.5912782, 0, 1, 1
104.5932469, 0, 0, 1
104.5932782, 0, 1, 1
104.5952478, 0, 0, 1
104.5952792, 0, 1, 1
104.5972478, 0, 0, 1
104.5972792, 0, 1, 1
104.5992478, 0, 0, 1
104.5992792, 0, 1, 1
104.6012478, 0, 0, 1
104.6012792, 0, 1, 1
104.6032478, 0, 0, 1
104.6032792, 0, 1, 1
104.6052479, 0, 0, 1
104.6052792, 0, 1, 1
104.6072479, 0, 0, 1
104.6072792, 0, 1, 1
104.6092727, 0, 0, 1
104.6093040, 0, 1, 1
104.6112487, 0, 0, 1
104.6112800, 0, 1, 1
104.6132487, 0, 0, 1
104.6132800, 0, 1, 1
104.6152487, 0, 0, 1
104.6152800, 0, 1, 1
104.6172487, 0, 0, 1
104.6172800, 0, 1, 1
104.6192487, 0, 0, 1
104.6192801, 0, 1, 1
104.6212487, 0, 0, 1
104.6212801, 0, 1, 1
104.6232497, 0, 0, 1
104.6232810, 0, 1, 1
104.6252497, 0, 0, 1
104.6252810, 0, 1, 1
104.6272497, 0, 0, 1
104.6272810, 0, 1, 1
104.6292497, 0, 0, 1
104.6292810, 0, 1, 1
104.6301364, 0, 0, 1
104.6321224, 0, 1, 1
104.6331355, 0, 0, 1
104.6343182, 0, 1, 1
104.6362498, 0, 0, 1
104.6362812, 0, 1, 1
104.6382498, 0, 0, 1
104.6382812, 0, 1, 1
104.6402498, 0, 0, 1
104.6402812, 0, 1, 1
104.6422508, 0, 0, 1
104.6422821, 0, 1, 1
104.6442508, 0, 0, 1
104.6442821, 0, 1, 1
104.6462508, 0, 0, 1
104.6462821, 0, 1, 1
104.6482510, 0, 0, 1
104.6482824, 0, 1, 1
104.6502511, 0, 0, 1
104.6502824, 0, 1, 1
104.6522511, 0, 0, 1
104.6522824, 0, 1, 1
104.6542511, 0, 0, 1
104.6542824, 0, 1, 1
104.6562511, 0, 0, 1
104.6562824, 0, 1, 1
104.6582511, 0, 0, 1
104.6582824, 0, 1, 1
104.6602511, 0, 0, 1
104.6602825, 0, 1, 1
104.6622520, 0, 0, 1
104.6622834, 0, 1, 1
104.6642516, 0, 0, 1
104.6642830, 0, 1, 1
104.6662518, 0, 0, 1
104.6662831, 0, 1, 1
104.6682524, 0, 0, 1
104.6682838, 0, 1, 1
104.6702521, 0, 0, 1
104.6702835, 0, 1, 1
104.6722522, 0, 0, 1
104.6722835, 0, 1, 1
104.6742523, 0, 0, 1
104.6742837, 0, 1, 1
104.6762525, 0, 0, 1
104.6762839, 0, 1, 1
104.6782527, 0, 0, 1
104.6782840, 0, 1, 1
104.6802528, 0, 0, 1
104.6802842, 0, 1, 1
104.6822530, 0, 0, 1
104.6822843, 0, 1, 1
104.6842532, 0, 0, 1
104.6842845, 0, 1, 1
104.6862530, 0, 0, 1
104.6862844, 0, 1, 1
104.6882532, 0, 0, 1
104.6882845, 0, 1, 1
104.6902538, 0, 0, 1
104.6902852, 0, 1, 1
104.6922537, 0, 0, 1
104.6922851, 0, 1, 1
104.6942538, 0, 0, 1
104.6942851, 0, 1, 1
104.6962540, 0, 0, 1
104.6962853, 0, 1, 1
104.6982541, 0, 0, 1
104.6982855, 0, 1, 1
104.7002543, 0, 0, 1
104.7002856, 0, 1, 1
104.7022545, 0, 0, 1
104.7022858, 0, 1, 1
104.7042546, 0, 0, 1
104.7042860, 0, 1, 1
104.7062548, 0, 0, 1
104.7062861, 0, 1, 1
104.7082549, 0, 0, 1
104.7082862, 0, 1, 1
104.7102546, 0, 0, 1
104.7102859, 0, 1, 1
104.7122552, 0, 0, 1
104.7122865, 0, 1, 1
104.7142552, 0, 0, 1
104.7142866, 0, 1, 1
104.7162554, 0, 0, 1
104.7162868, 0, 1, 1
104.7182556, 0, 0, 1
104.7182869, 0, 1, 1
104.7202557, 0, 0, 1
104.7202871, 0, 1, 1
104.7222559, 0, 0, 1
104.7222873, 0, 1, 1
104.7242552, 0, 0, 1
104.7242865, 0, 1, 1
104.7262553, 0, 0, 1
104.7262867, 0, 1, 1
104.7282561, 0, 0, 1
104.7282874, 0, 1, 1
104.7302563, 0, 0, 1
104.7302876, 0, 1, 1
104.7322560, 0, 0, 1
104.7322873, 0, 1, 1
104.7331429, 0, 0, 1
104.7351290, 0, 1, 1
104.7361418, 0, 0, 1
104.7373249, 0, 1, 1
104.7392568, 0, 0, 1
104.7392881, 0, 1, 1
104.7412569, 0, 0, 1
104.7412883, 0, 1, 1
104.7432571, 0, 0, 1
104.7432884, 0, 1, 1
104.7452572, 0, 0, 1
104.7452886, 0, 1, 1
104.7472574, 0, 0, 1
104.7472888, 0, 1, 1
104.7492573, 0, 0, 1
104.7492886, 0, 1, 1
104.7512574, 0, 0, 1
104.7512888, 0, 1, 1
104.7532571, 0, 0, 1
104.7532885, 0, 1, 1
104.7552582, 0, 0, 1
104.7552895, 0, 1, 1
104.7572574, 0, 0, 1
104.7572887, 0, 1, 1
104.7592575, 0, 0, 1
104.7592889, 0, 1, 1
104.7612577, 0, 0, 1
104.7612890, 0, 1, 1
104.7632578, 0, 0, 1
104.7632892, 0, 1, 1
104.7652585, 0, 0, 1
104.7652899, 0, 1, 1
104.7672587, 0, 0, 1
104.7672900, 0, 1, 1
104.7692588, 0, 0, 1
104.7692902, 0, 1, 1
104.7712589, 0, 0, 1
104.7712903, 0, 1, 1
104.7732586, 0, 0, 1
104.7732900, 0, 1, 1
104.7752593, 0, 0, 1
104.7752906, 0, 1, 1
104.7772593, 0, 0, 1
104.7772907, 0, 1, 1
104.7792595, 0, 0, 1
104.7792908, 0, 1, 1
104.7812596, 0, 0, 1
104.7812910, 0, 1, 1
104.7832589, 0, 0, 1
104.7832902, 0, 1, 1
104.7852590, 0, 0, 1
104.7852904, 0, 1, 1
104.7872592, 0, 0, 1
104.7872906, 0, 1, 1
104.7892594, 0, 0, 1
104.7892907, 0, 1, 1
104.7912602, 0, 0, 1
104.7912915, 0, 1, 1
104.7932603, 0, 0, 1
104.7932917, 0, 1, 1
104.7952600, 0, 0, 1
104.7952914, 0, 1, 1
104.7972599, 0, 0, 1
104.7972913, 0, 1, 1
104.7992600, 0, 0, 1
104.7992914, 0, 1, 1
104.8012602, 0, 0, 1
104.8012915, 0, 1, 1
104.8032603, 0, 0, 1
104.8032917, 0, 1, 1
104.8052605, 0, 0, 1
104.8052919, 0, 1, 1
104.8072607, 0, 0, 1
104.8072920, 0, 1, 1
104.8092608, 0, 0, 1
104.8092922, 0, 1, 1
104.8112610, 0, 0, 1
104.8112923, 0, 1, 1
104.8132611, 0, 0, 1
104.8132924, 0, 1, 1
104.8152617, 0, 0, 1
104.8152931, 0, 1, 1
104.8172614, 0, 0, 1
104.8172928, 0, 1, 1
104.8192615, 0, 0, 1
104.8192928, 0, 1, 1
104.8212616, 0, 0, 1
104.8212930, 0, 1, 1
104.8232618, 0, 0, 1
104.8232931, 0, 1, 1
104.8252620, 0, 0, 1
104.8252933, 0, 1, 1
104.8272621, 0, 0, 1
104.8272935, 0, 1, 1
104.8292623, 0, 0, 1
104.8292936, 0, 1, 1
104.8312625, 0, 0, 1
104.8312938, 0, 1, 1
104.8332623, 0, 0, 1
104.8332937, 0, 1, 1
104.8352625, 0, 0, 1
104.8352938, 0, 1, 1
104.8361495, 0, 0, 1
104.8381352, 0, 1, 1
104.8391479, 0, 0, 1
104.8403310, 0, 1, 1
104.8422628, 0, 0, 1
104.8422942, 0, 1, 1
104.8442630, 0, 0, 1
104.8442943, 0, 1, 1
104.8462631, 0, 0, 1
104.8462945, 0, 1, 1
104.8482633, 0, 0, 1
104.8482946, 0, 1, 1
104.8502635, 0, 0, 1
104.8502948, 0, 1, 1
104.8522636, 0, 0, 1
104.8522950, 0, 1, 1
104.8542635, 0, 0, 1
104.8542948, 0, 1, 1
104.8562636, 0, 0, 1
104.8562950, 0, 1, 1
104.8582643, 0, 0, 1
104.8582956, 0, 1, 1
104.8602642, 0, 0, 1
104.8602955, 0, 1, 1
104.8622645, 0, 0, 1
104.8622958, 0, 1, 1
104.8642642, 0, 0, 1
104.8642956, 0, 1, 1
104.8662644, 0, 0, 1
104.8662957, 0, 1, 1
104.8682646, 0, 0, 1
104.8682959, 0, 1, 1
104.8702647, 0, 0, 1
104.8702961, 0, 1, 1
104.8722649, 0, 0, 1
104.8722962, 0, 1, 1
104.8742651, 0, 0, 1
104.8742964, 0, 1, 1
104.8762651, 0, 0, 1
104.8762965, 0, 1, 1
104.8782658, 0, 0, 1
104.8782971, 0, 1, 1
104.8802655, 0, 0, 1
104.8802968, 0, 1, 1
104.8822655, 0, 0, 1
104.8822969, 0, 1, 1
104.8842657, 0, 0, 1
104.8842970, 0, 1, 1
104.8862659, 0, 0, 1
104.8862972, 0, 1, 1
104.8882660, 0, 0, 1
104.8882974, 0, 1, 1
104.8902662, 0, 0, 1
104.8902975, 0, 1, 1
104.8922663, 0, 0, 1
104.8922977, 0, 1, 1
104.8942665, 0, 0, 1
104.8942979, 0, 1, 1
104.8962664, 0, 0, 1
104.8962977, 0, 1, 1
104.8982665, 0, 0, 1
104.8982979, 0, 1, 1
104.9002672, 0, 0, 1
104.9002985, 0, 1, 1
104.9022671, 0, 0, 1
104.9022984, 0, 1, 1
104.9042671, 0, 0, 1
104.9042985, 0, 1, 1
104.9062673, 0, 0, 1
104.9062987, 0, 1, 1
104.9082675, 0, 0, 1
104.9082988, 0, 1, 1
104.9102676, 0, 0, 1
104.9102990, 0, 1, 1
104.9122678, 0, 0, 1
104.9122992, 0, 1, 1
104.9142680, 0, 0, 1
104.9142993, 0, 1, 1
104.9162681, 0, 0, 1
104.9162995, 0, 1, 1
104.9182682, 0, 0, 1
104.9182996, 0, 1, 1
104.9202679, 0, 0, 1
104.9202993, 0, 1, 1
104.9222686, 0, 0, 1
104.9222999, 0, 1, 1
104.9242686, 0, 0, 1
104.9243000, 0, 1, 1
104.9262688, 0, 0, 1
104.9263001, 0, 1, 1
104.9282689, 0, 0, 1
104.9283003, 0, 1, 1
104.9302682, 0, 0, 1
104.9302995, 0, 1, 1
104.9322683, 0, 0, 1
104.9322997, 0, 1, 1
104.9342685, 0, 0, 1
104.9342999, 0, 1, 1
104.9362687, 0, 0, 1
104.9363000, 0, 1, 1
104.9382694, 0, 0, 1
104.9383008, 0, 1, 1
104.9391560, 0, 0, 1
104.9411417, 0, 1, 1
104.9421542, 0, 0, 1
104.9433372, 0, 1, 1
104.9452698, 0, 0, 1
104.9453011, 0, 1, 1
104.9472699, 0, 0, 1
104.9473013, 0, 1, 1
104.9492701, 0, 0, 1
104.9493015, 0, 1, 1
104.9512703, 0, 0, 1
104.9513016, 0, 1, 1
104.9532704, 0, 0, 1
104.9533018, 0, 1, 1
104.9552706, 0, 0, 1
104.9553019, 0, 1, 1
104.9572708, 0, 0, 1
104.9573021, 0, 1, 1
104.9592706, 0, 0, 1
104.9593020, 0, 1, 1
104.9612708, 0, 0, 1
104.9613021, 0, 1, 1
104.9632705, 0, 0, 1
104.9633018, 0, 1, 1
104.9652709, 0, 0, 1
104.9653022, 0, 1, 1
104.9672710, 0, 0, 1
104.9673023, 0, 1, 1
104.9692714, 0, 0, 1
104.9693027, 0, 1, 1
104.9712715, 0, 0, 1
104.9713029, 0, 1, 1
104.9732717, 0, 0, 1
104.9733030, 0, 1, 1
104.9752719, 0, 0, 1
104.9753032, 0, 1, 1
104.9772720, 0, 0, 1
104.9773034, 0, 1, 1
104.9792713, 0, 0, 1
104.9793026, 0, 1, 1
104.9812723, 0, 0, 1
104.9813036, 0, 1, 1
104.9832720, 0, 0, 1
104.9833033, 0, 1, 1
104.9852717, 0, 0, 1
104.9853030, 0, 1, 1
104.9872727, 0, 0, 1
104.9873040, 0, 1, 1
104.9892719, 0, 0, 1
104.9893033, 0, 1, 1
104.9912721, 0, 0, 1
104.9913034, 0, 1, 1
104.9932722, 0, 0, 1
104.9933036, 0, 1, 1
104.9952724, 0, 0, 1
104.9953037, 0, 1, 1
104.9972726, 0, 0, 1
104.9973039, 0, 1, 1
104.9992727, 0, 0, 1
104.9993041, 0, 1, 1
105.0012735, 0, 0, 1
105.0013049, 0, 1, 1
105.0032736, 0, 0, 1
105.0033049, 0, 1, 1
105.0052731, 0, 0, 1
105.0053045, 0, 1, 1
105.0072738, 0, 0, 1
105.0073051, 0, 1, 1
105.0092985, 0, 0, 1
105.0093298, 0, 1, 1
105.0112736, 0, 0, 1
