Time[s], Channel 0, Channel 1
0.000000, 1, 1
2.502605, 0, 1
2.502631, 1, 1
2.502657, 0, 1
2.502839, 1, 1
2.502865, 0, 1
2.502892, 1, 1
2.502918, 0, 1
2.502944, 1, 1
2.502970, 0, 1
2.503100, 1, 1
2.503126, 0, 1
2.503152, 1, 1
2.503178, 0, 1
2.503282, 1, 1
2.503308, 0, 1
2.503360, 1, 1
2.503387, 0, 1
2.503621, 1, 1
2.503647, 0, 1
2.503699, 1, 1
2.503725, 0, 1
2.503803, 1, 1
2.503829, 0, 1
2.503882, 1, 1
2.503908, 0, 1
2.504012, 1, 1
2.504038, 0, 1
2.504090, 1, 1
2.504116, 0, 1
2.504142, 1, 1
2.527632, 1, 0
2.527658, 1, 1
2.527684, 1, 0
2.527866, 1, 1
2.527892, 1, 0
2.527970, 1, 1
2.527996, 1, 0
2.528126, 1, 1
2.528152, 1, 0
2.528178, 1, 1
2.528204, 1, 0
2.528308, 1, 1
2.528334, 1, 0
2.528360, 1, 1
2.528412, 1, 0
2.528646, 1, 1
2.528672, 1, 0
2.528698, 1, 1
2.528724, 1, 0
2.528750, 1, 1
2.528776, 1, 0
2.528828, 1, 1
2.528854, 1, 0
2.528880, 1, 1
2.578073, 1, 0
2.578099, 1, 1
2.578125, 1, 0
2.578307, 1, 1
2.578333, 1, 0
2.578385, 1, 1
2.578411, 1, 0
2.578437, 1, 1
2.578463, 1, 0
2.578567, 1, 1
2.578593, 1, 0
2.578749, 1, 1
2.578775, 1, 0
2.578827, 1, 1
2.578853, 1, 0
2.579087, 1, 1
2.579113, 1, 0
2.579165, 1, 1
2.579191, 1, 0
2.579347, 1, 1
2.579373, 1, 0
2.579477, 1, 1
2.579503, 1, 0
2.579555, 1, 1
2.579581, 1, 0
2.579607, 1, 1
2.579633, 1, 0
2.579867, 1, 1
2.579893, 1, 0
2.579919, 1, 1
2.579945, 1, 0
2.580023, 1, 1
2.580049, 1, 0
2.580101, 1, 1
2.580153, 1, 0
2.580179, 1, 1
2.580205, 1, 0
2.580387, 1, 1
2.580413, 1, 0
2.580647, 1, 1
2.580673, 1, 0
2.580725, 1, 1
2.580777, 1, 0
2.580907, 1, 1
2.628175, 1, 0
2.628201, 1, 1
2.628227, 1, 0
2.628409, 1, 1
2.628435, 1, 0
2.628513, 1, 1
2.628539, 1, 0
2.628565, 1, 1
2.628591, 1, 0
2.628669, 1, 1
2.628695, 1, 0
2.628747, 1, 1
